subject_id	predicate_id	object_id	mapping_justification
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
	skos:exactMatch		semapv:ManualMappingCuration
